用户id,性别,等级,评论,发布时间,点赞数
313445018,保密,6,快给资格吧[大哭],1763026309,1
3546570725263729,保密,4,谢谢，看苹果发布会的时候见过了[吃瓜],1763036402,1
34676116,男,6,这播放量真高啊,1763209881,0
3493122680031325,保密,4,端上来呀！！！！急急急,1763209688,0
516464717,保密,3,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！咕咕！嘎嘎！！,1762913316,47
660759738,男,5,你要是不给我资格我就要骂你抄袭崩铁开拓概念了[滑稽]给了我就说天下文章,1763030689,1
475606508,保密,4,"结尾说话的老奶奶不会是800岁的华法林吧
希望不是[保佑][保佑]",1763028292,1
353726127,保密,6,这个和那种砍砍砍的大世界游戏有啥不一样吗，这里面战斗我看有那种跟辐射4一样建造在据点防御塔来打的，那刷副本或者打野怪怎么战斗的，也是砍砍砍吗,1763029930,1
630024913,男,3,等一下难道说,1763209687,0
1555029,保密,6,你也开拓[脱单doge]？,1763027587,1
3493136141650215,保密,5,没玩过舟玩终末地有影响吗,1763208369,3
1792770035,保密,5,感觉最后那个说塔塔别生气了，好像在跟玩家说[笑哭][笑哭][笑哭],1763084506,16
363087081,保密,6,急急急,1763350402,0
384671004,男,6,https://endfield.biligame.com/betatest2/h5/?sourceFrom=1000100041&sourceType=adPut&ivt_code=MTQzOTY4MzAzMDMyMjk0NjA0OA%3D%3D&source=cpc_0_0___ADTYPE___1763283181250q172a27a85a72q3256&from_spmid=united.player-video-detail.0.0.pv,1763288800,0
519289031,保密,5,今日我手震，今日我心痛，为什么？！为什么上天要给我如此痛苦？！我究竟做错了什么？！yj，我....我......我真的很想要测试资格的呀！你为何要如此对我呀！呜哇呀！yj！yj呀！哇！！！！呱！！！！！吔！！！！！！[Ave Mujica_委屈],1762913206,2
1383892157,保密,5,"还差不到50万，就1,000万播放量了[笑哭]，但是三测人估计也就这零头[笑哭]",1763194720,8
489104714,保密,6,就是說想問一下 終末地如果在平板上玩的話支持Xbox手柄嘛,1763019967,1
3493283674196944,保密,5,期待终末地的澄闪（会有吧会有吧）[魔女的夜宴动态表情包_期待],1763019757,1
434116634,保密,6,为了玩终末地我电脑都买好了你知道吗？海猫,1763023179,1
44764903,男,6,我不玩明日方舟，但已经从很多地方听说过终末地了，现在终于要出了吗,1763023422,1
7097729,保密,6,播放量已经一千多万了吗[2024明日方舟音律联觉_摸头],1763208446,0
95476852,保密,6,什么时候公测[星星眼]什么时候公测[星星眼]什么时候公测[星星眼],1763209159,0
1734933320,保密,5,一个赞让我回来看看一遍,1763015167,1
479989929,男,6,谁要终末地免费代肝[doge]我倒贴也行[doge],1763015580,1
3461566433331615,保密,5,速速给我资格[生气][生气][生气],1763016370,1
1696485962,保密,5,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，我不接受！,1762912887,32
6731107,女,6,好纠结啊[笑哭]是选男主还是女主，一个戳xp，一个有代入感,1763022679,1
390161332,女,5,没玩过明日方舟的可以玩吗[保卫萝卜_哇],1763014867,1
27762921,保密,6,这个垃圾车先钝角转弯然后锐角转弯简直和采矿车一模一样,1763025769,1
22849207,男,6,"Tell Me👏 Tell Me👏
鏡👏よ鏡👏
一番👏好きな👏私👏👏になるの👏👏
Tell Me👏 Tell Me👏
鏡👏よ鏡👏👏
一番👏好きな👏私👏になるの👏👏
👏👏👏 👏👏👏 👏👏👏👏👏",1763025304,1
1214545113,保密,6,为什么有九百万播放,1763188132,2
2030366356,女,5,说终末地的建模手游最强没毛病吧？,1762925828,4
395004593,男,6,全面测试不全面，能不能快进到公测啊,1763052672,2
70881459,男,6,byd这南北绿豆太洗脑了[音律联觉_看手机],1762956080,2
434116634,保密,6,那我问你，我的测试资格呢？,1762952361,2
34682928,保密,6,你准备好一千万个测试资格了吗……,1763290159,2
354567581,男,6,我嘞个1000w，比PV还高,1763208350,0
37705544,女,6,还是好想要管理员性别自由转换[明日方舟·音律联觉-灯下定影_叹气]都是新身体了我当然要又是萌妹又是帅哥[明日方舟·音律联觉-灯下定影_点赞],1763006694,1
32588522,保密,5,不懂就问，没玩过游戏，看的动漫，动漫驴耳不是主角吗？这个也是女主吗,1763006892,1
488959723,男,5,明年上半年还可能公测的二游有哪些啊[思考],1763005829,1
10202743,保密,6,开拓者送来贺电恭喜即将公测,1763005906,1
8335533,男,6,所以什么时候公测啊[跪了],1763013582,1
406109662,男,6,恭喜突破一千万播放！[KAITO_鼓掌][巡音流歌_比心],1763208268,1
442745013,保密,6,全面测试，一定要全面[大哭],1763207353,0
1793927436,保密,5,可以玩了吗！可以玩了吗！女主管好可爱！！可以玩了吗！可以玩了吗！女主管好可爱！！可以玩了吗！可以玩了吗！女主管好可爱！！可以玩了吗！可以玩了吗！女主管好可爱！！可以玩了吗！可以玩了吗！女主管好可爱！！可以玩了吗！可以玩了吗！女主管好可爱！！可以玩了吗！可以玩了吗！女主管好可爱！！可以玩了吗！可以玩了吗！女主管好可爱！！可以玩了吗！可以玩了吗！女主管好可爱！！可以玩了吗！可以玩了吗！女主管好可爱！！可以玩了吗！可以玩了吗！女主管好可爱！！,1763009192,1
498332024,男,5,都快要公测了三测还搞限号吗？不得让大伙多提点意见啊[2024明日方舟音律联觉_沉默],1763008130,1
272528166,保密,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，我不接受！咕咕嘎嘎！,1762923234,45
630138640,保密,5,"为啥都未来科幻题材了，还在用冷兵器？……

知识决定想象力嘛？",1763008936,1
9096924,保密,6,01:37  今日要闻,1763006450,1
395986897,男,6,服设能不能改改正常啊，非要这么全包紧身吗[捂脸],1762920728,2
14495170,保密,6,这个真属于那种以前会尝试玩的游戏，但现在一看见又收集又建造这种，沉不下去心了有点[笑哭],1763002114,2
1651438749,男,6,不给我资格，那我看这些视频有什么意义呢？[藏狐]，我都不确定我有没有三测，所以终末地新发的视频我一个没看[难过],1763340475,0
1420232417,保密,6,@吹笛的疯林 @悦冬乐夏 @呼吸要變手動嘍,1763032876,1
89740056,男,6,你倒是给我资格啊[坎公骑冠剑_妖妖灵],1762915110,2
696056103,保密,5,这UP爆料准吗？[思考],1763009213,1
1651438749,男,6,没有资格看再多pv又有什么意义呢？[难过],1763383671,0
361740408,保密,6,满潜的名片能不能增加获取途径😰,1763004505,1
631530823,保密,6,我要玩终末地[Ave Mujica_我有话说],1763003594,1
21727214,保密,6,有人知道抽卡歪了是只在上两期的up二选一歪给你，还是和常驻一起也会歪常驻？,1763005572,1
427701,男,6,南北绿豆[藏狐],1763005386,1
442441404,男,6,我是老登，给资格，谢谢,1763004975,1
493792739,保密,5,所以呢，我的资格呢，快给我啊！！！！！[大哭][大哭][大哭][大哭][大哭],1763005819,1
660703283,男,5,快出公测吧，再不出我要离开了[热],1763206880,1
504077397,保密,5,1000w了居然[星星眼][给心心],1763206728,0
366727925,保密,6,破千万了[蹲蹲][蹲蹲][蹲蹲],1763207261,0
3546675597544195,保密,4,1000万！？[打call],1763206355,0
444428684,女,5,恭喜千万…[颂乐人偶_眯眼笑],1763206538,1
23118317,女,6,你给我测试资格我就氪满潜,1763003889,1
214707004,保密,6,想知道M3建模有没有修改，是按照方舟来做，还是按照二测的版本来做的,1763003907,1
290819427,保密,6,[2024明日方舟音律联觉_投靠]不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，我不接受！,1762912874,33
35924536,男,6,牛b 每次都没有资格 吊胃口吊了几年,1763005033,1
6888228,男,6,明年能玩到吗？[崩坏：星穹铁道_撤回][明日方舟·音律联觉-灯下定影_就是你了][绝区零_震惊][鸣潮群星交错集_看透],1763005423,1
12040857,保密,6,00:20 难道说？[doge],1762915477,3
2743261,男,6,反正我粥开服牢登抽不到一点资格[藏狐],1762913454,8
3494351172798466,保密,5,终末地的测试资格什么时候发放？,1762938488,2
247894630,男,5,这样，给所有拥有克洛斯签到皮的老玩家三测资格如何？,1762945242,2
1524055041,保密,4,海猫大人，给个终末地测试资格吧！！！[Ave Mujica_委屈][Ave Mujica_委屈][Ave Mujica_委屈],1762998954,1
593688550,保密,5,开拓吗？有点意思[doge],1763205682,1
436185433,男,6,我真的想玩[大哭][大哭][大哭],1762996422,1
399886943,女,5,我要玩终末地啊啊啊啊[明日方舟野趣拾光表情包_不容拒绝],1763205721,0
9294811,男,6,为什么我听音乐像南北路豆（,1763000992,1
23234940,男,6,你也是【开拓】？[doge],1763002665,1
3546944181897604,保密,2,我想知道这个游戏的核心玩法是什么？二游版的异星工厂？,1762992735,1
61982052,男,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1762917404,23
240294748,保密,6,零氪党能全图鉴吗,1763001795,1
1860536016,保密,5,这样吧，建议给上期合约845上上期合约940界园萨卡兹萨米水月最高难全结局玩家免费发资格吧[香奈美·追寻那道光 应援装扮_wink][香奈美·追寻那道光 应援装扮_wink][香奈美·追寻那道光 应援装扮_wink],1763002247,1
171409928,保密,6,这玩法前瞻没看懂到底是怎么玩的。,1762993250,1
3546393962613018,保密,5,byd倒是给我测试资格啊（,1762915449,8
631593707,保密,5,@Gnl-乐又又,1763093970,1
354189035,保密,5,我能玩到吗你就敢叫全面测试？[doge],1763030678,1
32877531,男,5,"一眼就知道不好玩。
当然，如果给我测试资格的话，或许有所改观。",1763009004,2
13665,保密,6,怎么又是开拓又是终末的[喜极而泣],1763115314,3
2048422410,保密,4,@小梦桑4号,1763121886,1
1475938,男,6,6年了，音律的票抢不到就算了，资格好歹给一个吧，还限量，除了给黄牛抬价以外没其他意义,1762913435,2
